id,no_int,LATENT,LATENT2,AVERAGE,o_ffi,oi_bfas,o_bfas,i_bfas,bfasi01,bfasi02,bfasi03,bfasi04,bfasi05,bfasi06,bfasi07,bfasi08,bfasi09,bfasi10,bfaso01,bfaso02,bfaso03,bfaso04,bfaso05,bfaso06,bfaso07,bfaso08,bfaso09,bfaso10,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o12
369,0.727,0.46,0.975,4.4,4.5,4.3,4.8,3.8,4,4,4,5,5,5,4,3,2,2,5,5,5,5,5,5,4,5,5,4,2,4,5,5,5,5,4,4,5,5,5,5
370,-0.354,0.074,0.556,3.983333334,3.666666667,4.3,3.8,4.8,5,4,5,5,5,5,5,5,5,4,3,5,5,4,5,2,3,4,4,3,2,4,4,4,4,2,3,2,4,5,5,5
371,0.528,0.093,0.115,3.75,3.75,3.75,4.2,3.3,4,2,4,3,1,4,4,4,4,3,4,4,3,4,4,5,5,5,4,4,3,4,4,4,4,3,4,5,4,4,4,2
373,0.319,0.204,0.434,4.083333334,3.916666667,4.25,4.4,4.1,4,4,5,4,4,5,4,4,4,3,4,4,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3
374,0.599,0.378,0.729,4.241666667,4.333333333,4.15,4.7,3.6,4,4,3,4,4,4,5,2,4,2,5,5,5,4,5,3,5,5,5,5,4,4,5,4,4,2,5,5,5,5,5,4
376,0.681,0.403,0.709,4.308333334,4.416666667,4.2,4.5,3.9,4,4,3,4,5,4,5,4,3,3,5,5,5,4,2,5,5,4,5,5,5,4,5,4,4,2,4,5,5,5,5,5
378,0.142,-0.047,-0.067,3.558333334,3.416666667,3.7,4.1,3.3,4,3,3,4,3,2,2,4,4,4,5,5,3,5,3,4,3,4,4,5,3,5,4,4,2,3,4,3,3,4,3,3
379,-0.62,-0.38,-0.639,2.9,3,2.8,2.2,3.4,4,2,4,3,2,3,4,4,4,4,2,3,1,2,2,2,2,2,4,2,2,4,2,4,2,4,4,4,2,2,4,2
380,0.174,0.207,0.369,4.075,4,4.15,4,4.3,4,4,4,5,4,5,5,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,3,4,4,4,4
381,-0.739,-0.399,-0.748,2.866666667,2.833333333,2.9,2.9,2.9,3,2,2,3,4,3,3,3,3,3,2,3,4,4,1,2,4,2,2,5,3,4,1,3,1,4,2,4,1,4,4,3
382,-0.324,-0.193,-0.459,3.108333334,3.416666667,2.8,2.6,3,3,3,4,2,4,2,3,3,3,3,3,4,3,3,2,2,3,1,1,4,5,4,3,3,3,3,3,5,3,3,3,3
383,-0.102,-0.009,-0.304,3.441666667,3.583333333,3.3,4.1,2.5,4,2,2,2,3,2,1,3,2,4,4,5,5,5,1,4,4,4,4,5,5,4,4,5,1,4,4,2,2,4,4,4
384,0.613,0.418,0.681,4.333333334,4.416666667,4.25,4.7,3.8,4,4,4,4,4,3,4,5,3,3,4,5,5,5,5,4,4,5,5,5,4,4,4,5,5,5,5,4,4,4,5,4
386,0.804,0.383,0.602,4.158333334,4.416666667,3.9,4.5,3.3,4,3,4,2,5,4,4,2,3,2,5,4,5,5,5,4,5,4,4,4,2,4,5,5,4,4,5,5,5,4,5,5
387,0.818,0.541,0.772,4.525,4.75,4.3,4.5,4.1,5,4,4,4,4,4,3,4,4,5,5,5,5,5,3,4,5,4,4,5,5,5,5,5,3,4,5,5,5,5,5,5
389,0.815,0.406,0.65,4.333333334,4.416666667,4.25,4.5,4,4,5,4,4,1,5,5,4,5,3,5,4,3,5,4,5,5,5,5,4,4,4,4,5,4,4,5,5,4,5,5,4
390,0.542,0.254,0.663,4.175,4,4.35,4.6,4.1,5,3,4,5,5,5,3,4,3,4,5,5,5,4,5,5,4,4,4,5,2,5,4,4,4,2,5,4,4,5,5,4
391,0.451,0.388,0.722,4.441666667,4.333333333,4.55,4.4,4.7,5,4,5,5,5,5,4,5,5,4,5,5,4,5,3,5,4,4,4,5,4,5,4,5,4,5,4,5,2,5,5,4
392,0.251,0.189,0.128,3.866666667,4.083333333,3.65,3.7,3.6,4,3,3,4,4,5,4,2,4,3,3,4,3,4,3,4,3,4,5,4,4,4,3,4,4,4,5,4,3,5,4,5
393,0.074,0.172,0.314,3.933333334,3.916666667,3.95,4.2,3.7,4,2,4,4,4,4,4,4,3,4,5,4,5,5,5,3,4,3,4,4,5,4,4,4,4,4,4,2,4,4,4,4
394,0.538,0.305,0.818,4.391666667,4.083333333,4.7,4.5,4.9,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,2,5,2,4,4,4,4,4,5,5,2,5,5,5
396,-0.541,-0.343,-0.208,3.275,2.75,3.8,3.4,4.2,5,4,5,5,2,2,4,5,5,5,5,4,4,5,2,2,4,2,2,4,1,4,4,4,1,4,4,2,1,2,4,2
398,0.476,0.226,0.506,4.083333334,3.916666667,4.25,4.8,3.7,3,4,3,4,5,5,4,3,3,3,4,5,5,4,5,5,5,5,5,5,4,5,4,3,5,4,5,4,3,1,4,5
399,0.131,0.074,0.059,3.775,3.75,3.8,3.8,3.8,4,3,4,5,3,3,4,4,5,3,4,4,4,5,1,4,2,4,5,5,5,4,4,4,3,4,3,4,3,3,4,4
400,-0.424,-0.09,-0.093,3.533333334,3.416666667,3.65,3.4,3.9,5,4,4,5,5,2,2,4,4,4,4,3,5,3,2,3,2,5,4,3,2,5,3,4,2,4,4,3,2,3,5,4
401,0.852,0.546,0.787,4.475,4.75,4.2,4.7,3.7,4,4,3,4,5,4,3,3,3,4,5,5,5,5,4,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4
402,0.015,0.033,-0.041,3.6,3.75,3.45,3.5,3.4,4,5,4,4,3,2,2,4,3,3,4,5,3,4,2,2,4,2,5,4,4,4,5,4,2,4,4,4,4,4,4,2
403,-0.115,-0.187,-0.519,3.05,3.25,2.85,3.8,1.9,2,2,1,2,1,2,2,4,2,1,3,1,4,5,3,2,5,5,5,5,4,4,4,3,3,4,4,4,2,2,3,2
404,-0.329,-0.256,-0.328,3.241666667,3.083333333,3.4,3.1,3.7,4,4,4,4,1,4,4,4,4,4,3,4,3,2,2,4,3,5,4,1,3,4,3,4,2,2,4,3,3,1,4,4
405,0.706,0.417,0.59,4.25,4.5,4,4.4,3.6,3,4,5,4,4,4,3,2,3,4,5,5,5,5,5,4,2,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4
406,-0.129,-0.047,-0.117,3.525,3.5,3.55,3.7,3.4,4,4,4,4,5,3,3,2,2,3,3,5,3,4,2,3,4,5,4,4,3,4,4,4,2,3,3,4,3,4,4,4
410,0.604,0.317,0.611,4.233333334,4.166666667,4.3,4.6,4,4,4,4,4,2,4,4,5,5,4,5,5,3,5,4,4,5,5,5,5,5,4,5,3,4,4,4,4,5,4,4,4
411,0.715,0.273,0.45,4.066666667,4.083333333,4.05,4.7,3.4,5,4,4,3,3,2,4,2,4,3,5,5,5,5,4,5,3,5,5,5,3,5,5,5,4,5,5,5,3,2,5,2
412,0.319,0.192,0.294,3.875,4,3.75,4.2,3.3,4,4,3,4,1,3,4,4,4,2,2,5,4,5,5,4,5,4,3,5,5,5,4,4,4,5,4,2,5,4,4,2
413,0.852,0.489,0.928,4.541666667,4.583333333,4.5,4.5,4.5,4,5,5,4,5,5,5,4,4,4,5,5,3,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,4,4
414,0.049,0.176,0.224,3.925,4,3.85,3.8,3.9,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
415,0.294,0.245,0.443,4.033333334,4.166666667,3.9,3.8,4,4,3,3,4,4,5,5,4,4,4,5,5,4,5,4,4,4,1,1,5,4,5,5,5,4,4,3,4,4,4,4,4
416,-0.186,-0.189,-0.342,3.25,3.25,3.25,3.3,3.2,3,2,4,5,3,3,2,3,3,4,3,4,3,4,3,3,3,2,4,4,2,4,2,4,3,3,3,4,3,5,3,3
417,0.04,0.238,0.347,3.983333334,4.166666667,3.8,3.8,3.8,4,4,3,4,4,5,4,4,4,2,4,4,4,3,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,5,5,4
418,0.397,0.18,0.315,3.875,4,3.75,4,3.5,4,3,4,2,4,4,4,3,4,3,4,4,5,4,5,4,1,4,5,4,3,4,4,5,5,2,5,4,4,4,4,4
419,0.058,0.213,0.452,4.108333334,3.916666667,4.3,4.5,4.1,4,5,4,4,5,4,3,4,4,4,4,5,5,5,4,4,3,5,5,5,4,5,4,4,2,4,4,2,3,5,5,5
420,0.67,0.302,0.893,4.366666667,4.083333333,4.65,4.5,4.8,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,2,4,4,4,4,5,4,4,2,4,5,4,5,4,4
422,-0.236,-0.176,-0.352,3.266666667,3.333333333,3.2,3,3.4,4,2,4,3,4,3,3,4,4,3,4,4,4,4,1,3,3,2,3,2,3,5,3,4,1,3,3,4,3,3,5,3
423,-0.343,-0.452,-0.86,2.675,2.75,2.6,2.9,2.3,3,1,3,1,2,2,3,3,2,3,2,4,1,5,2,2,1,4,5,3,2,4,3,4,2,2,4,4,1,2,3,2
426,-0.126,-0.082,-0.266,3.383333334,3.416666667,3.35,3.9,2.8,2,4,2,4,4,4,2,2,2,2,5,5,5,5,2,2,3,4,4,4,3,4,4,4,1,4,4,4,2,4,4,3
428,-0.027,-0.146,-0.061,3.4,3.25,3.55,3.7,3.4,3,2,4,5,5,3,3,5,2,2,5,5,3,4,4,4,2,1,4,5,1,4,4,4,2,2,5,3,2,4,4,4
429,0.906,0.354,0.543,4.158333334,4.416666667,3.9,4,3.8,4,4,3,2,5,5,3,4,4,4,5,5,3,5,5,5,1,4,4,3,4,5,4,5,5,4,5,5,5,5,4,2
430,0.383,0.279,0.266,4,4.25,3.75,4,3.5,3,4,2,4,5,2,5,4,2,4,5,4,5,5,2,3,5,2,4,5,4,4,4,5,2,4,4,5,4,5,5,5
431,-0.493,-0.057,-0.26,3.416666667,3.583333333,3.25,3.3,3.2,3,3,3,4,4,3,3,3,2,4,4,4,5,3,4,2,3,1,4,3,5,4,3,5,3,3,4,4,1,3,4,4
432,0.851,0.358,0.729,4.25,4.25,4.25,4.8,3.7,5,3,2,4,4,4,5,4,4,2,5,5,4,5,5,5,5,4,5,5,2,4,5,5,5,4,5,5,4,4,4,4
434,0.751,0.383,0.322,4.091666667,4.583333333,3.6,3.7,3.5,3,2,5,5,5,5,3,2,3,2,5,5,2,5,2,4,4,1,5,4,5,5,4,5,2,5,5,5,5,5,5,4
435,0.035,-0.054,-0.064,3.508333334,3.416666667,3.6,4.1,3.1,3,3,4,3,3,3,3,3,3,3,4,5,5,4,4,4,3,3,4,5,3,4,4,4,3,4,3,4,3,2,4,3
437,0.146,-0.019,0.128,3.65,3.5,3.8,3.9,3.7,4,2,5,3,3,4,4,4,4,4,4,4,3,5,4,4,4,3,3,5,2,4,4,4,4,4,1,4,5,4,3,3
438,-0.624,0.095,0.029,3.783333334,3.916666667,3.65,3.2,4.1,4,1,5,5,5,4,5,4,3,5,3,4,5,2,3,2,4,5,2,2,4,5,4,5,2,4,2,5,2,5,4,5
439,-0.153,0.1,0.123,3.641666667,3.833333333,3.45,4.1,2.8,2,2,2,2,5,5,3,3,1,3,4,5,3,4,5,2,4,5,4,5,2,4,3,5,5,4,2,4,4,4,5,4
440,0.445,0.3,0.605,4.233333334,4.166666667,4.3,4.3,4.3,4,5,4,4,5,5,4,5,4,3,5,5,4,4,4,5,5,1,5,5,5,5,5,4,3,4,4,4,4,4,4,4
442,-0.106,0.06,0.475,3.991666667,3.583333333,4.4,4,4.8,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,4,5,3,2,3,1,4,3,5,4,4,1,5,3,4,5,4
443,0.885,0.238,0.157,3.891666667,4.083333333,3.7,4.5,2.9,3,3,4,3,5,1,3,3,3,1,5,4,4,5,2,5,5,5,5,5,3,5,4,5,1,5,5,5,5,5,5,1
444,0.583,0.428,0.58,4.216666667,4.583333333,3.85,4.2,3.5,4,4,3,4,4,4,3,3,3,3,5,5,4,3,5,4,4,4,5,3,5,4,4,3,5,5,5,5,5,5,5,4
445,-0.743,-0.317,-0.529,2.866666667,3.083333333,2.65,2.9,2.4,3,3,2,2,2,1,3,3,2,3,5,4,2,3,3,2,3,2,1,4,5,4,4,3,3,3,2,2,3,2,2,4
447,0.342,0.188,0.476,4.008333334,3.916666667,4.1,4.3,3.9,3,5,3,3,5,5,3,4,3,5,5,5,3,4,5,3,3,5,5,5,3,4,5,3,4,4,5,3,5,3,3,5
448,-0.126,0.074,0.058,3.741666667,3.833333333,3.65,3.4,3.9,4,3,5,4,3,4,4,4,4,4,3,5,3,3,2,3,3,4,4,4,3,4,4,5,3,3,4,4,3,4,5,4
449,0.883,0.593,0.939,4.541666667,4.833333333,4.25,4.9,3.6,2,4,4,3,5,5,4,3,4,2,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5
450,0.033,0.077,0.107,3.833333334,3.666666667,4,4.2,3.8,4,3,4,3,3,5,4,4,4,4,4,5,5,5,2,3,4,4,5,5,4,4,4,4,2,4,4,4,2,4,4,4
451,0.08,0.037,-0.113,3.533333334,3.666666667,3.4,4.2,2.6,2,2,3,2,2,2,2,4,3,4,5,4,5,3,3,4,5,4,4,5,3,5,4,5,4,5,2,5,4,2,3,2
452,0.42,0.145,0.047,3.733333334,3.916666667,3.55,4.2,2.9,3,3,3,3,3,3,3,3,2,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
453,0.454,0.362,0.596,4.291666667,4.333333333,4.25,4.3,4.2,4,3,4,5,5,4,4,4,4,5,5,4,4,5,5,3,5,3,4,5,4,5,4,5,4,4,4,5,4,4,5,4
454,-0.22,-0.296,-0.562,2.941666667,3.083333333,2.8,3.1,2.5,2,2,3,3,3,3,2,2,3,2,3,4,4,5,3,2,4,1,2,3,2,5,2,4,2,4,2,4,4,3,3,2
455,-0.504,-0.539,-1.147,2.516666667,2.583333333,2.45,2.7,2.2,3,3,2,1,1,1,2,3,3,3,1,4,3,4,1,4,3,2,1,4,4,4,1,5,1,4,3,3,1,1,3,1
458,0.456,0.175,0.279,3.991666667,3.833333333,4.15,4.6,3.7,4,4,5,5,1,2,4,4,4,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,1,4,5,4,4,2,4,2
459,-0.142,-0.18,-0.304,3.308333334,3.166666667,3.45,3.8,3.1,3,3,2,2,4,4,3,4,3,3,4,3,4,5,4,3,4,4,4,3,3,4,2,5,3,3,4,3,2,3,3,3
460,0.383,0.265,0.27,4.025,4.25,3.8,3.7,3.9,4,3,5,4,2,3,5,5,4,4,3,5,5,4,1,4,4,1,5,5,4,4,5,5,3,5,4,5,4,4,5,3
461,0.476,0.274,0.475,4.116666667,4.083333333,4.15,4.6,3.7,5,2,4,2,3,5,4,4,4,4,5,5,4,5,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4
462,0.035,0.348,0.271,4.075,4.5,3.65,3.6,3.7,4,4,2,4,4,4,4,3,4,4,4,3,5,3,3,3,3,5,5,2,5,5,4,5,4,5,4,4,4,5,4,5
463,-0.311,-0.288,-0.251,3.2,3,3.4,3.1,3.7,4,4,3,4,5,5,3,3,4,2,5,4,1,4,2,4,1,4,3,3,3,4,4,2,2,3,3,3,2,2,4,4
464,-1.157,-0.302,-0.349,3.1,3,3.2,3.1,3.3,3,2,4,4,3,5,3,2,3,4,4,5,4,4,3,1,3,2,2,3,1,5,4,5,1,2,1,2,1,5,5,4
465,-0.129,-0.04,-0.065,3.416666667,3.583333333,3.25,3.6,2.9,3,2,4,3,2,2,3,5,2,3,4,5,4,5,4,3,4,1,2,4,3,4,4,4,4,2,2,4,3,5,4,4
466,-0.52,-0.164,-0.208,3.316666667,3.333333333,3.3,3.1,3.5,4,3,4,4,3,4,3,3,4,3,3,4,3,4,3,2,2,3,3,4,3,4,4,3,3,4,2,3,3,4,4,3
467,0.733,0.502,0.738,4.308333334,4.666666667,3.95,4.8,3.1,2,4,4,5,4,5,4,1,1,1,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5
468,-0.233,-0.067,0.053,3.616666667,3.333333333,3.9,4.1,3.7,3,5,5,4,4,2,3,5,2,4,4,5,4,5,2,2,4,5,5,5,4,4,4,1,2,3,4,2,3,5,4,4
470,-0.274,-0.207,-0.434,3.233333334,3.166666667,3.3,3.5,3.1,4,3,2,3,4,3,3,3,3,3,4,4,2,4,3,2,4,5,4,3,4,3,3,4,1,2,5,4,1,4,4,3
471,-0.161,-0.154,-0.28,3.266666667,3.333333333,3.2,3.4,3,3,4,3,4,2,2,2,3,3,4,4,5,4,4,2,3,4,2,2,4,4,4,4,3,2,3,2,4,4,4,4,2
472,0.535,0.191,0.46,4.033333334,3.916666667,4.15,4.3,4,4,4,4,4,3,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,2,4,4,4,4,5,4,4,4
473,0.663,0.324,0.303,3.933333334,4.416666667,3.45,4,2.9,3,4,2,2,2,4,3,3,3,3,4,4,3,4,5,4,4,4,4,4,3,4,5,4,4,4,5,5,5,5,4,5
474,0.763,0.316,0.676,4.308333334,4.166666667,4.45,4.4,4.5,5,5,5,4,5,4,5,4,4,4,5,2,5,5,4,4,4,5,5,5,2,4,4,4,3,5,5,5,5,4,5,4
475,0.535,0.434,0.528,4.183333334,4.666666667,3.7,3.9,3.5,4,3,3,4,5,4,3,3,3,3,5,5,5,5,4,4,5,1,1,4,5,5,4,5,4,5,3,5,5,5,5,5
476,-0.272,-0.224,-0.406,3.108333334,3.166666667,3.05,3.5,2.6,3,4,3,1,2,2,3,2,2,4,4,5,3,3,2,4,2,4,4,4,2,4,4,3,2,4,2,4,3,4,4,2
477,-0.284,-0.221,-0.515,3.05,3.25,2.85,3.2,2.5,2,3,3,2,2,4,2,2,1,4,4,2,5,4,4,4,3,1,1,4,5,5,4,5,2,4,1,5,2,1,2,3
478,0.328,0.062,-0.001,3.683333334,3.666666667,3.7,4.3,3.1,4,3,4,2,2,4,2,2,4,4,5,5,4,5,3,3,4,5,5,4,4,4,4,5,4,4,4,4,4,3,3,1
479,0.256,0.167,0.087,3.741666667,4.083333333,3.4,3.6,3.2,3,3,5,2,3,2,2,5,3,4,4,5,5,5,3,3,3,2,1,5,4,5,5,4,3,5,3,5,4,3,4,4
480,0.879,0.031,0.138,3.6,3.5,3.7,4.9,2.5,1,1,3,1,1,3,4,3,5,3,5,5,5,5,4,5,5,5,5,5,2,4,5,1,3,1,5,5,5,3,4,4
481,-0.484,-0.12,-0.216,3.391666667,3.333333333,3.45,3.7,3.2,4,3,4,4,2,2,2,4,3,4,3,5,4,3,4,4,4,3,3,4,4,4,3,4,2,4,2,3,2,4,4,4
482,0.64,0.235,0.514,4.041666667,4.083333333,4,4.1,3.9,4,4,5,3,5,2,3,4,4,5,4,4,5,4,5,5,2,4,3,5,4,3,4,4,5,2,4,5,5,5,5,3
483,-0.051,-0.172,-0.294,3.408333334,3.166666667,3.65,3.7,3.6,4,4,4,4,4,3,4,3,4,2,4,4,3,5,2,4,5,1,5,4,3,4,1,5,1,5,4,4,1,4,4,2
484,-0.855,-0.331,-0.523,3.05,3,3.1,2.7,3.5,1,4,4,5,3,2,4,5,3,4,2,4,5,2,1,2,2,2,3,4,2,5,2,4,1,4,4,2,2,3,4,3
485,0.506,0.31,0.451,4.116666667,4.333333333,3.9,3.8,4,4,4,4,5,4,5,5,3,3,3,2,4,4,5,5,4,4,1,5,4,5,5,3,4,5,4,4,5,4,4,4,5
486,0.665,0.361,0.513,4.241666667,4.333333333,4.15,4.4,3.9,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,4,5,4,3,3,5,5,4,5,5,5
487,-0.033,-0.101,-0.341,3.25,3.5,3,3.4,2.6,3,3,2,3,2,2,1,3,3,4,4,4,4,5,2,2,4,2,2,5,4,4,4,3,2,4,2,5,4,3,4,3
488,-0.329,-0.288,-0.586,3.075,3,3.15,3.4,2.9,4,3,4,3,3,1,4,3,1,3,2,4,4,5,1,2,4,4,4,4,4,4,3,3,1,2,3,5,1,3,4,3
492,-0.925,-0.428,-0.517,2.9,2.75,3.05,2.8,3.3,4,4,3,2,4,2,3,4,3,4,4,4,3,2,2,3,2,3,2,3,2,4,3,4,2,4,2,2,2,2,4,2
494,-0.334,0.005,0.027,3.666666667,3.583333333,3.75,3.8,3.7,4,3,4,4,4,3,4,4,3,4,3,4,5,5,5,3,4,2,3,4,5,4,3,5,3,5,3,2,2,3,4,4
495,0.245,0.374,0.494,4.133333334,4.416666667,3.85,4.4,3.3,2,4,4,3,4,2,3,5,4,2,5,5,4,4,4,4,5,4,4,5,4,4,5,5,4,5,4,3,4,5,5,5
496,-0.024,-0.013,-0.143,3.458333334,3.666666667,3.25,3.5,3,4,3,3,2,2,3,2,4,3,4,3,3,4,4,4,2,4,3,4,4,4,5,3,2,4,3,4,4,4,3,4,4
498,-0.222,-0.012,-0.177,3.541666667,3.583333333,3.5,3.8,3.2,4,2,2,1,4,2,4,5,4,4,2,4,5,5,4,1,5,4,4,4,5,4,2,4,4,4,4,4,2,4,4,2
499,0.222,-0.066,-0.185,3.425,3.5,3.35,3.6,3.1,3,2,4,2,3,4,3,4,3,3,4,4,4,4,4,4,3,1,4,4,4,3,4,2,3,4,4,5,3,4,3,3
501,0.549,0.347,0.541,4.233333334,4.416666667,4.05,3.7,4.4,4,5,4,5,5,4,2,5,5,5,3,3,3,5,5,3,2,3,5,5,5,4,5,5,4,5,5,5,4,1,5,5
502,0.303,0.083,0.17,3.675,3.75,3.6,4.2,3,2,3,3,3,4,3,3,3,2,4,4,4,4,5,5,4,3,4,4,5,3,5,5,3,5,3,4,3,4,3,4,3
503,-0.29,-0.061,-0.045,3.516666667,3.583333333,3.45,3,3.9,4,4,4,4,4,5,4,3,3,4,3,4,3,5,3,1,4,1,2,4,5,4,4,3,3,2,2,5,3,3,5,4
504,0.69,0.105,0.106,3.766666667,3.833333333,3.7,3.9,3.5,3,3,3,3,3,3,3,5,4,5,3,3,5,5,2,5,5,4,2,5,2,4,4,4,3,4,4,5,5,5,5,1
505,0.028,0.145,0.167,3.858333334,3.916666667,3.8,3.9,3.7,4,4,3,5,4,3,3,4,3,4,5,4,4,4,3,3,5,4,3,4,5,5,4,3,3,3,3,5,3,4,5,4
506,0.194,-0.108,-0.068,3.6,3.25,3.95,3.9,4,4,4,4,3,4,5,5,4,3,4,4,5,4,5,1,4,4,4,3,5,2,5,4,4,1,2,5,5,1,4,4,2
507,0.715,0.542,1.096,4.575,4.75,4.4,4.4,4.4,5,5,4,4,5,4,5,5,4,3,5,4,4,5,5,4,5,4,4,4,3,5,5,5,5,5,4,5,5,5,5,5
509,-0.477,-0.456,-0.817,2.6,2.75,2.45,3,1.9,2,2,2,2,2,1,2,2,2,2,3,4,3,3,1,4,3,3,2,4,3,3,3,2,2,2,3,3,2,3,4,3
512,-0.293,-0.179,-0.235,3.325,3.25,3.4,3.3,3.5,4,3,4,4,3,2,3,4,4,4,4,4,4,4,2,3,3,3,2,4,3,4,4,4,2,3,2,4,3,3,4,3
514,0.824,0.493,0.723,4.458333334,4.666666667,4.25,4.3,4.2,4,3,5,5,5,3,5,4,4,4,5,4,4,5,4,4,4,5,5,3,5,4,4,5,5,5,5,5,5,5,5,3
515,-0.379,-0.328,-0.612,3.108333334,2.916666667,3.3,3.1,3.5,4,4,4,4,4,1,1,4,5,4,2,3,5,3,1,5,3,3,3,3,5,3,1,4,1,3,2,5,1,5,3,2
516,-0.345,0.066,0.182,3.8,3.75,3.85,3.6,4.1,4,5,5,4,4,3,4,4,4,4,4,5,4,3,4,3,3,2,4,4,4,5,4,3,3,4,3,4,2,5,4,4
518,-0.709,-0.132,-0.023,3.5,3.25,3.75,3.7,3.8,4,4,3,3,5,3,3,5,4,4,3,1,3,4,5,2,4,5,5,5,5,4,1,1,5,5,1,4,1,4,5,3
521,0.128,0.079,0.219,3.933333334,3.666666667,4.2,4,4.4,5,4,4,5,4,4,5,5,4,4,3,4,4,5,3,3,5,4,5,4,5,5,4,4,2,2,4,4,3,3,4,4
522,0.713,0.277,0.639,4.141666667,4.083333333,4.2,4.6,3.8,4,4,4,4,4,4,3,4,4,3,5,5,4,5,5,5,4,4,4,5,3,4,5,4,5,4,4,4,5,4,4,3
523,0.269,0.186,0.284,3.875,4,3.75,4.1,3.4,4,4,3,4,3,2,3,4,3,4,4,5,5,4,4,4,2,4,4,5,4,5,4,3,4,2,4,4,4,5,5,4
528,-0.113,0.008,0.024,3.691666667,3.583333333,3.8,3.8,3.8,4,4,4,4,3,3,4,4,4,4,4,5,4,4,2,3,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,4
529,-0.026,0.041,0.046,3.608333334,3.666666667,3.55,4.1,3,2,3,3,4,3,4,3,2,3,3,5,5,5,2,5,4,2,4,4,5,4,5,5,4,4,4,4,4,3,2,2,3
530,0.451,0.247,0.401,4.075,4,4.15,4.7,3.6,3,4,3,4,5,3,3,4,3,4,5,5,5,5,4,4,5,5,5,4,3,4,4,4,4,4,4,4,4,5,4,4
531,-0.299,-0.146,-0.412,3.366666667,3.333333333,3.4,3.3,3.5,4,2,4,4,4,3,2,4,4,4,2,5,3,5,1,1,3,4,4,5,4,4,2,4,1,4,4,4,2,4,4,3
532,0.249,-0.026,-0.042,3.6,3.5,3.7,3.9,3.5,4,3,5,2,3,3,3,4,4,4,4,5,3,5,3,4,4,4,3,4,4,3,4,4,3,2,4,5,2,3,4,4
533,0.775,0.49,0.777,4.341666667,4.583333333,4.1,5,3.2,3,3,3,3,3,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,3
534,-0.122,-0.22,-0.158,3.375,3,3.75,3.9,3.6,4,4,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
535,-0.357,-0.296,-0.615,3.066666667,3.083333333,3.05,2.8,3.3,4,3,4,4,4,1,1,4,4,4,3,2,4,4,1,2,2,4,4,2,3,3,2,4,2,5,4,4,2,2,4,2
